Agency_name,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,FullAdd,type,loctype,address_1,CD114FP,lon,lat
HealthMPowers,NA,Ridge Road Primary,285,Ridge Rd,Sandersville,31082,Washington,NA,"285 Ridge Rd, Sandersville, GA 31082",premise,rooftop,"285 ridge rd, sandersville, ga 31082, usa",10,-82.7882113,32.9682304
HealthMPowers,NA,Ridge Road ES,285,Ridge Rd,Sandersville,31082,Washington,NA,"285 Ridge Rd, Sandersville, GA 31082",premise,rooftop,"285 ridge rd, sandersville, ga 31082, usa",10,-82.7882113,32.9682304
HealthMPowers,Elem,Ridge Road Elementary,285,Ridge Rd.,Sandersville,31082,Washington,5-Mar,"285 Ridge Rd., Sandersville, GA 31082",premise,rooftop,"285 ridge rd, sandersville, ga 31082, usa",10,-82.7882113,32.9682304
HealthMPowers,Elem,Ridge Road Primary,285,Ridge Rd.,Sandersville,31082,Washington,K-2,"285 Ridge Rd., Sandersville, GA 31082",premise,rooftop,"285 ridge rd, sandersville, ga 31082, usa",10,-82.7882113,32.9682304
HealthMPowers,NA,Krusha Food Mart,1354,E McCarty St,Sandersville,31082,Washington,NA,"1354 E McCarty St, Sandersville, GA 31082",street_address,rooftop,"1354 e mccarty st, sandersville, ga 31082, usa",10,-82.7811447,32.9863098
HealthMPowers,Child Care,Wilkes County Center,115,Lincoln,Washington,30673,Wilkes,5 yrs >,"115 Lincoln, Washington, GA 30673",street_address,range_interpolated,"115 lincoln cir, washington, ga 30673, usa",10,-82.7635441,33.7412639
HealthMPowers,NA,Washington Wilkes ES,109,East St,Washington,30673,Wilkes,NA,"109 East St, Washington, GA 30673",street_address,rooftop,"109 east st, washington, ga 30673, usa",10,-82.7249626,33.7345798
HealthMPowers,Elem,Wilkes ES,109,East St,Washington,30673,Wilkes,5-Apr,"109 East St, Washington, GA 30673",street_address,rooftop,"109 east st, washington, ga 30673, usa",10,-82.7249626,33.7345798
HealthMPowers,Child Care,Johnson County Center,80,Oglethorpe Street,Wrightsville,31096,Johnson,5 yrs >,"80 Oglethorpe Street, Wrightsville, GA 31096",establishment,rooftop,"80 oglethorpe ave, wrightsville, ga 31096, usa",10,-82.7238907,32.7207134
HealthMPowers,NA,Washington Wilkes Primary,910,E Robert Toombs Ave,Washington,30673,Wilkes,NA,"910 E Robert Toombs Ave, Washington, GA 30673",premise,rooftop,"910 e robert toombs ave, washington, ga 30673, usa",10,-82.7200973,33.72888
HealthMPowers,Elem,Wilkes Primary,910,E Robert Toombs Ave,Washington,30673,Wilkes,K-3,"910 E Robert Toombs Ave, Washington, GA 30673",premise,rooftop,"910 e robert toombs ave, washington, ga 30673, usa",10,-82.7200973,33.72888
HealthMPowers,Elem,Glascock County Consolidated School (K-5),1230,Panther Way,Gibson,30810,Glascock,K-5,"1230 Panther Way, Gibson, GA 30810",street_address,rooftop,"1230 panther way, gibson, ga 30810, usa",10,-82.6114051,33.2418162
HealthMPowers,Middle School,Glascock County Consolidated School (5-8),1230,Panther Way,Gibson,30810,Glascock,K-5,"1230 Panther Way, Gibson, GA 30810",street_address,rooftop,"1230 panther way, gibson, ga 30810, usa",10,-82.6114051,33.2418162
HealthMPowers,High School,Glascock County Consolidated School (8-12),1230,Panther Way,Gibson,30810,Glascock,K-5,"1230 Panther Way, Gibson, GA 30810",street_address,rooftop,"1230 panther way, gibson, ga 30810, usa",10,-82.6114051,33.2418162
HealthMPowers,Child Care,Davisboro Center,216,Steel Circle,Davisboro,31018,Washington,5 yrs >,"216 Steel Circle, Davisboro, GA 31018",street_address,rooftop,"216 steel creek rd, davisboro, ga 31018, usa",10,-82.6112181,32.9719033
HealthMPowers,Child Care,Glascock Head Start,1079,School Circle,Gibson,30810,Glascock,5 yrs >,"1079 School Circle, Gibson, GA 30810",street_address,rooftop,"1079 school cir dr, gibson, ga 30810, usa",10,-82.6081653,33.2431319
HealthMPowers,NA,Bunche Middle School,1925,Niskey Lake Rd SW,Atlanta,30331,APS- Fulton,NA,"1925 Niskey Lake Rd SW, Atlanta, GA 30331",street_address,rooftop,"1925 niskey lake rd sw, atlanta, ga 30331, usa",5,-84.5305572,33.7012832
HealthMPowers,Middle School,Bunche Middle School,1925,Niskey Lake Rd SW,Atlanta,30331,APS,8-Jun,"1925 Niskey Lake Rd SW, Atlanta, GA 30331",street_address,rooftop,"1925 niskey lake rd sw, atlanta, ga 30331, usa",5,-84.5305572,33.7012832
UGA,NA,The Kindezi School West,286,Wilson Mill Rd,Atlanta,30331,Fulton,NA,"286 Wilson Mill Rd, Atlanta, GA 30331",premise,rooftop,"286 wilson mill rd sw, atlanta, ga 30331, usa",5,-84.513546,33.7547859
UGA,Food Talk and Food Talk: Better U,The Kindezi School West,286,Wilson Mill Rd,Atlanta,30331,Fulton,Adults 18+,"286 Wilson Mill Rd, Atlanta, GA 30331",premise,rooftop,"286 wilson mill rd sw, atlanta, ga 30331, usa",5,-84.513546,33.7547859
Open Hand Atlanta,NA,Barge Rd. Highrise- Atlanta Housing Authority,2440,Barge Rd. SW,Atlanta,30318,Fulton,NA,"2440 Barge Rd. SW, Atlanta, GA 30318",premise,rooftop,"2440 barge rd sw, atlanta, ga 30331, usa",5,-84.5057447,33.6884629
UGA,NA,Adamsville Green Senior Center,3537,"M.L.K. Jr. Drive, NW",Atlanta,30331,Fulton,NA,"3537 M.L.K. Jr. Drive, NW, Atlanta, GA 30331",premise,rooftop,"3537 m.l.k. jr dr sw, atlanta, ga 30331, usa",5,-84.5026374,33.7590469
UGA,NA,Adamsville Senior Center,3537,"Martin Luther King Jr. Drive, SW, Atlanta, GA 30331",Atlanta,30331,Fulton,NA,"3537 Martin Luther King Jr. Drive, SW, Atlanta, GA 30331, Atlanta, GA 30331",premise,rooftop,"3537 m.l.k. jr dr sw, atlanta, ga 30331, usa",5,-84.5026374,33.7590469
UGA,"Food Talk, Food Talk: Better U",Adamsville Senior Center,3537,"Martin Luther King, Jr.Dr.",Atlanta,30331,Fulton,Adults 18+,"3537 Martin Luther King, Jr.Dr., Atlanta, GA 30331",premise,rooftop,"3537 m.l.k. jr dr sw, atlanta, ga 30331, usa",5,-84.5026374,33.7590469
HealthMPowers,NA,Harper Archer Middle School,3399,Collier Drive,Atlanta,30331,APS- Fulton,NA,"3399 Collier Drive, Atlanta, GA 30331",street_address,rooftop,"3399 collier dr nw, atlanta, ga 30331, usa",5,-84.4987545,33.7695811
HealthMPowers,Middle School,Harper Archer Middle School,3399,Collier Dr NW,Atlanta,30331,APS,8-Jun,"3399 Collier Dr NW, Atlanta, GA 30331",street_address,rooftop,"3399 collier dr nw, atlanta, ga 30331, usa",5,-84.4987545,33.7695811
Open Hand Atlanta,NA,Asbury Harris Towers,3033,Continental Colony Parkway,Atlanta,30331,Fulton,NA,"3033 Continental Colony Parkway, Atlanta, GA 30331",premise,rooftop,"3033 continental colony pkwy sw, atlanta, ga 30331, usa",5,-84.4948495,33.6826952
Open Hand Atlanta,"Section 8 Housing,  100% of residents fall within HUDs definition of low income, CFSP site",Asbury Harris Towers,3033,Continental Colony Parkway,Atlanta,30331,Fulton,"Adults, Families","3033 Continental Colony Parkway, Atlanta, GA 30331",premise,rooftop,"3033 continental colony pkwy sw, atlanta, ga 30331, usa",5,-84.4948495,33.6826952
UGA,NA,QLS Meadows,3060,Continental Colony Pkwy,Atlanta,30331,Fulton,NA,"3060 Continental Colony Pkwy, Atlanta, GA 30331",street_address,rooftop,"3060 continental colony pkwy sw, atlanta, ga 30331, usa",5,-84.4930496,33.6808478
HealthMPowers,after school,Adamsville Club,3201,Martin Luther King Jr Dr. SW,Atlanta,30311,Fulton County,18-May,"3201 Martin Luther King Jr Dr. SW, Atlanta, GA 30311",street_address,rooftop,"3201 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4918471,33.7541215
UGA,"FT, FTBU, FTFM, Outreach",Caring Works,4035,"Seven Oak Lane, Apt C",East Point,30344,Fulton,Adults 18+,"4035 Seven Oak Lane, Apt C, East Point, GA 30344",subpremise,rooftop,"4035 7 oaks ln sw c, east point, ga 30344, usa",5,-84.4910057,33.6449412
HealthMPowers,Child Care,"Wee Care Early Learning Center, Inc",4200,Washington Road,East Point,30344,Fulton,5 yrs >,"4200 Washington Road, East Point, GA 30344",premise,rooftop,"4200 washington rd, atlanta, ga 30344, usa",5,-84.4900054,33.6416629
HealthMPowers,NA,"Wee Care Early Learning Center, Inc",4200,Washington Road,East Point,30344,Fulton,NA,"4200 Washington Road, East Point, GA 30344",premise,rooftop,"4200 washington rd, atlanta, ga 30344, usa",5,-84.4900054,33.6416629
HealthMPowers,Child Care,Trinity AME Early LC,604,Lynhurst Dr. SW,Atlanta,30311,Fulton,5 yrs >,"604 Lynhurst Dr. SW, Atlanta, GA 30311",premise,rooftop,"604 lynhurst dr sw, atlanta, ga 30311, usa",5,-84.489434,33.7390064
HealthMPowers,NA,Young Middle School,3116,Benjamin E Mays Dr SW,Atlanta,30311,APS- Fulton,NA,"3116 Benjamin E Mays Dr SW, Atlanta, GA 30311",street_address,rooftop,"3116 benjamin e mays dr sw, atlanta, ga 30311, usa",5,-84.4893907,33.7327756
HealthMPowers,Middle School,Young Middle School,3116,Benjamin E Mays Dr SW,Atlanta,30311,APS,8-Jun,"3116 Benjamin E Mays Dr SW, Atlanta, GA 30311",street_address,rooftop,"3116 benjamin e mays dr sw, atlanta, ga 30311, usa",5,-84.4893907,33.7327756
Open Hand Atlanta,NA,Wayfield Food,3050,MLK Blvd,Atlanta,30311,Fulton,NA,"3050 MLK Blvd, Atlanta, GA 30311",street_address,rooftop,"3050 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4864318,33.7517038
Open Hand Atlanta,NA,Wayfield Food,3050,MLK Blvd,Atlanta,30311,Fulton,Adults 18+,"3050 MLK Blvd, Atlanta, GA 30311",street_address,rooftop,"3050 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4864318,33.7517038
HealthMPowers,Middle School,Coretta Scott King Middle (replacement),1190,Nortwest Drive NW,Atlanta,30318,APS,8-Jun,"1190 Nortwest Drive NW, Atlanta, GA 30318",street_address,rooftop,"1190 northwest dr nw, atlanta, ga 30318, usa",5,-84.4828304,33.790332
Open Hand Atlanta,NA,Seven Courts Apartments,2800,MLK Jr Dr NW,Atlanta,30311,Fulton,NA,"2800 MLK Jr Dr NW, Atlanta, GA 30311",street_address,rooftop,"2800 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4790927,33.7542803
UGA,NA,Chattahoochee YMCA Early Learning Center,2751,Peyton Rd NW,Atlanta,30310,Fulton,NA,"2751 Peyton Rd NW, Atlanta, GA 30310",street_address,rooftop,"2751 peyton rd nw, atlanta, ga 30318, usa",5,-84.478408,33.808708
UGA,NA,Chattahoochee YMCA Early Learning Center,2751,Peyton Rd NW,Atlanta,30310,Fulton,NA,"2751 Peyton Rd NW, Atlanta, GA 30310",street_address,rooftop,"2751 peyton rd nw, atlanta, ga 30318, usa",5,-84.478408,33.808708
Open Hand Atlanta,NA,High Tower Manor - Atlanta Housing Authority,2610,Martin Luther King Jr. Dr SW,Atlanta,30311,Fulton,Adults,"2610 Martin Luther King Jr. Dr SW, Atlanta, GA 30311",premise,rooftop,"2610 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4728068,33.7516225
Open Hand Atlanta,NA,High Tower Manor - Atlanta Housing Authority,2610,Martin Luther King Jr. Dr SW,Atlanta,30311,Fulton,NA,"2610 Martin Luther King Jr. Dr SW, Atlanta, GA 30311",premise,rooftop,"2610 m.l.k. jr dr sw, atlanta, ga 30311, usa",5,-84.4728068,33.7516225
UGA,NA,Cam Fulton/Truitt 4-H Center,4300,Hershel Road,College Park,30337,Fulton,NA,"4300 Hershel Road, College Park, GA 30337",street_address,rooftop,"4300 herschel rd, college park, ga 30337, usa",5,-84.4722799,33.6383647
UGA,"FT,FTBU,FTFM Outreach",Cam Fulton/Truitt 4-H Center,4300,Hershel Road,College Park,30337,Fulton,Adults 18+,"4300 Hershel Road, College Park, GA 30337",street_address,rooftop,"4300 herschel rd, college park, ga 30337, usa",5,-84.4722799,33.6383647
HealthMPowers,NA,Paul D. West Middle School,2376,Headland Drive,East Point,30334,Fulton,NA,"2376 Headland Drive, East Point, GA 30334",street_address,rooftop,"2376 headland dr, atlanta, ga 30344, usa",5,-84.4656883,33.6888358
HealthMPowers,Middle School,Paul D. West Middle School,2376,Headland Dr,East Point,30344,Fulton,8-Jun,"2376 Headland Dr, East Point, GA 30344",street_address,rooftop,"2376 headland dr, atlanta, ga 30344, usa",5,-84.4656883,33.6888358
Open Hand Atlanta,NA,John B Moore Tower I and II,2451,Donald Lee Hollowell Parkway,Atlanta,30318,Fulton,NA,"2451 Donald Lee Hollowell Parkway, Atlanta, GA 30318",premise,rooftop,"2451 donald lee hollowell pkwy nw, atlanta, ga 30318, usa",5,-84.4648945,33.7772461
UGA,NA,Adams Park Library,2231,"Cambelton Road, SW",Atlanta,30311,Fulton,NA,"2231 Cambelton Road, SW, Atlanta, GA 30311",premise,rooftop,"2231 campbellton rd sw, atlanta, ga 30311, usa",5,-84.461676,33.705695
UGA,NA,Adams Park Library,2231,"Campbellton Road, SW, Atlanta, GA 30311",Atlanta,30311,Fulton,NA,"2231 Campbellton Road, SW, Atlanta, GA 30311, Atlanta, GA 30311",premise,rooftop,"2231 campbellton rd sw, atlanta, ga 30311, usa",5,-84.461676,33.705695
UGA,"Food Talk, Food Talk: Better U, Food Talk: Farmers Market",Adams Park Library,2231,"Cambelton Rd., SW",Atlanta,30311,Fulton,Adults 18+,"2231 Cambelton Rd., SW, Atlanta, GA 30311",premise,rooftop,"2231 campbellton rd sw, atlanta, ga 30311, usa",5,-84.461676,33.705695
UGA,NA,Andrew-Walter Young YMCA Early Learning Center,2220,Campbellton Rd,Atlanta,30311,Fulton,NA,"2220 Campbellton Rd, Atlanta, GA 30311",street_address,rooftop,"2220 campbellton rd sw, atlanta, ga 30311, usa",5,-84.4614161,33.7039026
UGA,NA,Andrew-Walter Young YMCA Early Learning Center,2220,Campbellton Rd,Atlanta,30311,Fulton,NA,"2220 Campbellton Rd, Atlanta, GA 30311",street_address,rooftop,"2220 campbellton rd sw, atlanta, ga 30311, usa",5,-84.4614161,33.7039026
Open Hand Atlanta,NA,Marietta Rd. Highrise- Atlanta Housing Authority,2295,Marietta Rd SW,Atlanta,30318,Fulton,NA,"2295 Marietta Rd SW, Atlanta, GA 30318",premise,rooftop,"2295 marietta rd nw, atlanta, ga 30318, usa",5,-84.4606242,33.8183807
Open Hand Atlanta,NA,Atlanta Neighborhood Development Partnership at DeLowe Village Housing Project,2360,Delowe Dr,East Point,30344,Fulton,NA,"2360 Delowe Dr, East Point, GA 30344",premise,rooftop,"2360 delowe dr, east point, ga 30344, usa",5,-84.456901,33.6906146
Open Hand Atlanta,NA,Atlanta Neighborhood Development Partnership at DeLowe Village Housing Project,2360,Delowe Dr,East Point,30344,Fulton,families,"2360 Delowe Dr, East Point, GA 30344",premise,rooftop,"2360 delowe dr, east point, ga 30344, usa",5,-84.456901,33.6906146
HealthMPowers,NA,Conley Hills,2580,Delowe Dr,East Point,30344,Fulton,NA,"2580 Delowe Dr, East Point, GA 30344",premise,rooftop,"2580 delowe dr, east point, ga 30344, usa",5,-84.4567779,33.68514
HealthMPowers,NA,College Park ES,2075,Princeton Ave,College Park,30337,Fulton,NA,"2075 Princeton Ave, College Park, GA 30337",street_address,range_interpolated,"2075 princeton ave, college park, ga 30337, usa",5,-84.4553554,33.6545996
HealthMPowers,Elem,College Park,2075,Princeton Ave,College Park,30337,Fulton,K-5,"2075 Princeton Ave, College Park, GA 30337",street_address,range_interpolated,"2075 princeton ave, college park, ga 30337, usa",5,-84.4553554,33.6545996
Open Hand Atlanta,NA,College Park Housing Authority,2000,Princeton Ave,College Park,30337,Fulton,NA,"2000 Princeton Ave, College Park, GA 30337",street_address,range_interpolated,"2000 princeton ave, college park, ga 30337, usa",5,-84.454278,33.6547391
Open Hand Atlanta,NA,College Park Housing Authority,2000,Princeton Ave,College Park,30337,Fulton,Adults,"2000 Princeton Ave, College Park, GA 30337",street_address,range_interpolated,"2000 princeton ave, college park, ga 30337, usa",5,-84.454278,33.6547391
Open Hand Atlanta,NA,Making a Way House,377,Weschester Boulevard,Atlanta,30314,Fulton,NA,"377 Weschester Boulevard, Atlanta, GA 30314",street_address,rooftop,"377 westchester blvd nw, atlanta, ga 30314, usa",5,-84.452619,33.76552
Open Hand Atlanta,NA,Making a Way House,377,Weschester Boulevard,Atlanta,30314,Fulton,Adults,"377 Weschester Boulevard, Atlanta, GA 30314",street_address,rooftop,"377 westchester blvd nw, atlanta, ga 30314, usa",5,-84.452619,33.76552
HealthMPowers,after school,Westside Atlanta Charter School,1903,Drew Dr.,Atlanta,30318,Fulton County,18-May,"1903 Drew Dr., Atlanta, GA 30318",street_address,rooftop,"1903 drew dr, atlanta, ga 30318, usa",5,-84.4506881,33.7936678
HealthMPowers,Elem,Northcutt ES,5451,W Fayetteville Rd,College Park,30349,Clayton,K-5,"5451 W Fayetteville Rd, College Park, GA 30349",street_address,rooftop,"5451 w fayetteville rd, atlanta, ga 30349, usa",5,-84.447653,33.6064696
HealthMPowers,NA,Northcutt ES,5451,W Fayetteville Rd,College Park,30349,Clayton,NA,"5451 W Fayetteville Rd, College Park, GA 30349",street_address,rooftop,"5451 w fayetteville rd, atlanta, ga 30349, usa",5,-84.447653,33.6064696
HealthMPowers,NA,North Clayton Middle School,5517,W Fayetteville Rd,College Park,30349,Clayton,NA,"5517 W Fayetteville Rd, College Park, GA 30349",street_address,rooftop,"5517 w fayetteville rd, atlanta, ga 30349, usa",5,-84.4476009,33.605233
HealthMPowers,Middle School,North Clayton Middle School,5517,W Fayetteville Rd,College Park,30349,Clayton,8-Jun,"5517 W Fayetteville Rd, College Park, GA 30349",street_address,rooftop,"5517 w fayetteville rd, atlanta, ga 30349, usa",5,-84.4476009,33.605233
UGA,NA,Dogwood Seniors,1838,Donald Lee Hollowell Pkwy NW,Atlanta,30318,Fulton,NA,"1838 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",premise,rooftop,"1838 donald lee hollowell pkwy nw, atlanta, ga 30318, usa",5,-84.4470368,33.7740391
UGA,"Food Talk, Food Talk: Better U",Dogwood Seniors,1838,Donald Lee Hollowell Pkwy NW,Atlanta,30318,Fulton,Adults 18+,"1838 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",premise,rooftop,"1838 donald lee hollowell pkwy nw, atlanta, ga 30318, usa",5,-84.4470368,33.7740391
HealthMPowers,NA,Myra Abdus-Saboor,2996,Park Street,East Point,30344,Fulton,NA,"2996 Park Street, East Point, GA 30344",premise,rooftop,"2996 park st, east point, ga 30344, usa",5,-84.4463685,33.6735672
HealthMPowers,Child Care,Myra Abdus-Saboor,2996,Park Street,East Point,30344,Fulton,< 5yrs,"2996 Park Street, East Point, GA 30344",premise,rooftop,"2996 park st, east point, ga 30344, usa",5,-84.4463685,33.6735672
UGA,NA,HJC Bowden Center,2885,Church Street,East Point,30344,Fulton,NA,"2885 Church Street, East Point, GA 30344",street_address,rooftop,"2885 church st, east point, ga 30344, usa",5,-84.4449246,33.6769036
HealthMPowers,after school,CNG at the TAG,1654,S Alvarado Terrace SW,Atlanta,30311,Fulton County,18-May,"1654 S Alvarado Terrace SW, Atlanta, GA 30311",street_address,rooftop,"1654 s alvarado terrace sw, atlanta, ga 30311, usa",5,-84.441241,33.730945
Open Hand Atlanta,NA,Veterans Empowerment Organization,373,373 West Lake Ave. NW,Atlanta,30318,Fulton,NA,"373 373 West Lake Ave. NW, Atlanta, GA 30318",street_address,range_interpolated,"373 w lake ave nw, atlanta, ga 30318, usa",5,-84.4409887,33.7656298
Open Hand Atlanta,NA,Veterans Empowerment Organization,373,373 West Lake Ave. NW,Atlanta,30318,Fulton,"Individuals, Families","373 373 West Lake Ave. NW, Atlanta, GA 30318",street_address,range_interpolated,"373 w lake ave nw, atlanta, ga 30318, usa",5,-84.4409887,33.7656298
Open Hand Atlanta,NA,East Point Farmer Market,2757,East Point St,East Point,30344,Fulton,NA,"2757 East Point St, East Point, GA 30344",premise,rooftop,"2757 e point st, east point, ga 30344, usa",5,-84.4406926,33.6803551
Open Hand Atlanta,NA,East Point Farmer Market,2757,East Point St,East Point,30344,Fulton,Adults 18+,"2757 East Point St, East Point, GA 30344",premise,rooftop,"2757 e point st, east point, ga 30344, usa",5,-84.4406926,33.6803551
HealthMPowers,NA,Woolfolk Club,1642,Richland Road,Atlanta,30311,Fulton,NA,"1642 Richland Road, Atlanta, GA 30311",premise,rooftop,"1642 richland rd sw, atlanta, ga 30311, usa",5,-84.4401528,33.7318362
HealthMPowers,after school,Woolfolk Club,1642,Richland Road SW,Atlanta,30311,Fulton,18-May,"1642 Richland Road SW, Atlanta, GA 30311",premise,rooftop,"1642 richland rd sw, atlanta, ga 30311, usa",5,-84.4401528,33.7318362
Open Hand Atlanta,NA,Covenant House Georgia,1559,Johnson Rd. NW,Atlanta,30318,Fulton,NA,"1559 Johnson Rd. NW, Atlanta, GA 30318",street_address,rooftop,"1559 johnson rd nw, atlanta, ga 30318, usa",5,-84.4379877,33.7882303
Open Hand Atlanta,NA,Covenant House Georgia,1559,Johnson Rd. NW,Atlanta,30318,Fulton,teens,"1559 Johnson Rd. NW, Atlanta, GA 30318",street_address,rooftop,"1559 johnson rd nw, atlanta, ga 30318, usa",5,-84.4379877,33.7882303
HealthMPowers,NA,Jesse Draper Club,1462,E. Walker Avenue,College Park,30337,Fulton,NA,"1462 E. Walker Avenue, College Park, GA 30337",street_address,range_interpolated,"1462 walker ave, college park, ga 30337, usa",5,-84.4363442,33.6635555
HealthMPowers,after school,Draper Club,1462,E. Walker Avenue,College Park,30337,Fulton,18-May,"1462 E. Walker Avenue, College Park, GA 30337",street_address,range_interpolated,"1462 walker ave, college park, ga 30337, usa",5,-84.4363442,33.6635555
HealthMPowers,NA,West Clayton ES,5580,Riverdale Rd,College Park,30349,Clayton,NA,"5580 Riverdale Rd, College Park, GA 30349",street_address,rooftop,"5580 riverdale rd, atlanta, ga 30349, usa",5,-84.430529,33.603234
HealthMPowers,Elem,West Clayton,5580,Riverdale Rd,College Park,30349,Clayton,K-5,"5580 Riverdale Rd, College Park, GA 30349",street_address,rooftop,"5580 riverdale rd, atlanta, ga 30349, usa",5,-84.430529,33.603234
UGA,NA,Kindred Spirits,1300,Joseph E. Boone Blvd,Atlanta,30314,Fulton,NA,"1300 Joseph E. Boone Blvd, Atlanta, GA 30314",street_address,rooftop,"1300 joseph e. boone blvd nw, atlanta, ga 30314, usa",5,-84.4302296,33.7623158
Open Hand Atlanta,NA,Mercy Cares at City of Refuge,1300 ,Joseph E. Boone Blvd NW,Atlanta,30314,Fulton,NA,"1300  Joseph E. Boone Blvd NW, Atlanta, GA 30314",street_address,rooftop,"1300 joseph e. boone blvd nw, atlanta, ga 30314, usa",5,-84.4302296,33.7623158
Open Hand Atlanta,NA,Mercy Care Clinic- City of Refuge,1300,1300 Joseph E. Boone Blvd,Atlanta,30314,Fulton,NA,"1300 1300 Joseph E. Boone Blvd, Atlanta, GA 30314",street_address,rooftop,"1300 joseph e. boone blvd nw, atlanta, ga 30314, usa",5,-84.4302296,33.7623158
UGA,NA,Fulton Co. Accountability Court,1135-A,"Jefferson Street, NW",Atlanta,30318,Fulton,NA,"1135-A Jefferson Street, NW, Atlanta, GA 30318",street_address,rooftop,"1135 jefferson st nw, atlanta, ga 30318, usa",5,-84.4246628,33.7762417
UGA,NA,FCACG5-Mental Health and Accountability Court,1135,"Jefferson Street, N.W., Atlanta, GA 30318",Atlanta,30318,Fulton,NA,"1135 Jefferson Street, N.W., Atlanta, GA 30318, Atlanta, GA 30318",street_address,rooftop,"1135 jefferson st nw, atlanta, ga 30318, usa",5,-84.4246628,33.7762417
UGA,NA,Washington Park Library,1116,"M.L.K. Jr. Dr, SW",Atlanta,30314,Fulton,NA,"1116 M.L.K. Jr. Dr, SW, Atlanta, GA 30314",street_address,rooftop,"1116 m.l.k. jr dr sw, atlanta, ga 30314, usa",5,-84.4237627,33.7540476
HealthMPowers,after school,NA,1040,Fair St SW,Atlanta,30314,Fulton,18-May,"1040 Fair St SW, Atlanta, GA 30314",premise,rooftop,"1040 fair st sw, atlanta, ga 30314, usa",5,-84.4217999,33.7484085
UGA,NA,YMCA Head Start – Dean Rusk,433,Peeples St SW,Atlanta,30310,Fulton,NA,"433 Peeples St SW, Atlanta, GA 30310",street_address,rooftop,"433 peeples st sw, atlanta, ga 30310, usa",5,-84.4213691,33.7431467
UGA,NA,YMCA Head Start – Dean Rusk,433,Peeples St SW,Atlanta,30310,Fulton,NA,"433 Peeples St SW, Atlanta, GA 30310",street_address,rooftop,"433 peeples st sw, atlanta, ga 30310, usa",5,-84.4213691,33.7431467
UGA,NA,The Good Samaritan,1015,Donald Lee Holowell PKWY,Atlanta,30318,Fulton,NA,"1015 Donald Lee Holowell PKWY, Atlanta, GA 30318",premise,rooftop,"1015 donald lee hollowell pkwy nw, atlanta, ga 30318, usa",5,-84.4206515,33.7736322
UGA,NA,The Good Samaritan,1015,Donald Lee Holowell PKWY,Atlanta,30318,Fulton,Adults 18+,"1015 Donald Lee Holowell PKWY, Atlanta, GA 30318",premise,rooftop,"1015 donald lee hollowell pkwy nw, atlanta, ga 30318, usa",5,-84.4206515,33.7736322
HealthMPowers,after school,Harland Club,434,Peeples St,Atlanta,30310,Fulton County,18-May,"434 Peeples St, Atlanta, GA 30310",street_address,rooftop,"434 peeples st sw, atlanta, ga 30310, usa",5,-84.4203277,33.7426209
HealthMPowers,NA,Sylvan Hills Middle School,1461,Sylvan Rd SW,Atlanta,30310,APS- Fulton,NA,"1461 Sylvan Rd SW, Atlanta, GA 30310",street_address,rooftop,"1461 sylvan rd sw, atlanta, ga 30310, usa",5,-84.4184502,33.7147939
HealthMPowers,Middle School,Sylvan Hills Middle School,1461,Sylvan Rd SW,Atlanta,30310,APS,8-Jun,"1461 Sylvan Rd SW, Atlanta, GA 30310",street_address,rooftop,"1461 sylvan rd sw, atlanta, ga 30310, usa",5,-84.4184502,33.7147939
UGA,NA,Angel's Paradise Daycare,595,"Joseph E. Lowry Blvd, SW",Atlanta,30310,Fulton,NA,"595 Joseph E. Lowry Blvd, SW, Atlanta, GA 30310",premise,rooftop,"595 joseph e lowery blvd sw, atlanta, ga 30310, usa",5,-84.4179842,33.7387992
Open Hand Atlanta,NA,"COACHES-RYSE Program, Families First",80,Joseph E. Lowery Blvd. NW,Atlanta,30314,Fulton,NA,"80 Joseph E. Lowery Blvd. NW, Atlanta, GA 30314",street_address,rooftop,"80 joseph e. lowery blvd nw, atlanta, ga 30314, usa",5,-84.4178949,33.7570374
Open Hand Atlanta,"Cooking Matters for Teens, ACFB Partnership","COACHES-RYSE Program, Families First",80,Joseph E. Lowery Blvd. NW,Atlanta,30314,Fulton,Teens,"80 Joseph E. Lowery Blvd. NW, Atlanta, GA 30314",street_address,rooftop,"80 joseph e. lowery blvd nw, atlanta, ga 30314, usa",5,-84.4178949,33.7570374
UGA,NA,The Garden Apartments,899,"Park Street, SW",Atlanta,30310,Fulton,NA,"899 Park Street, SW, Atlanta, GA 30310",premise,rooftop,"899 park st sw, atlanta, ga 30310, usa",5,-84.4172108,33.7422408
UGA,NA,The Gardens Apartments,899,Park St.,Atlanta,30310,Fulton,NA,"899 Park St., Atlanta, GA 30310",premise,rooftop,"899 park st sw, atlanta, ga 30310, usa",5,-84.4172108,33.7422408
